Item #,Part Name,Quantity,Material,Mass (g),Volume,SIZE,,
,,,,,,L,W,H
234,Fuel Channel_C-234,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
235,Fuel Channel_C-235,1,Stainless Steel AISI 405,1297.5 ,162.2 ,10.0 ,7.5 ,7.1 
236,Fuel Channel_C-236,1,Stainless Steel AISI 405,1334.0 ,166.8 ,10.0 ,8.6 ,8.3 
237,Fuel Channel_C-237,1,Stainless Steel AISI 405,931.7 ,116.5 ,10.0 ,8.3 ,7.9 
238,Fuel Channel_C-238,1,Stainless Steel AISI 405,931.7 ,116.5 ,10.0 ,8.3 ,7.9 
239,Fuel Channel_C-239,1,Stainless Steel AISI 405,1073.1 ,134.1 ,10.0 ,9.0 ,8.7 
240,Fuel Channel_C-240,1,Stainless Steel AISI 405,931.7 ,116.5 ,10.0 ,8.3 ,7.9 
241,Fuel Channel_C-241,1,Stainless Steel AISI 405,931.7 ,116.5 ,10.0 ,8.3 ,7.9 
242,Fuel Channel_C-242,1,Stainless Steel AISI 405,931.7 ,116.5 ,10.0 ,8.3 ,7.9 
243,Fuel Channel_C-243,1,Stainless Steel AISI 405,2709.4 ,338.7 ,10.0 ,9.8 ,7.9 
244,Fuel Channel_C-244,1,Stainless Steel AISI 405,1068.1 ,133.5 ,10.0 ,8.4 ,8.0 
245,Fuel Channel_C-245,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
246,Fuel Channel_C-246,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
247,Fuel Channel_C-247,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
248,Fuel Channel_C-248,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
249,Fuel Channel_C-249,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
250,Fuel Channel_C-250,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
251,Fuel Channel_C-251,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
252,Fuel Channel_C-252,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
253,Fuel Channel_C-253,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
254,Fuel Channel_C-254,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
255,Fuel Channel_C-255,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
256,Fuel Channel_C-256,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
257,Fuel Channel_C-257,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
258,Fuel Channel_C-258,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
259,Fuel Channel_C-259,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
260,Fuel Channel_C-260,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
261,Fuel Channel_C-261,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
262,Fuel Channel_C-262,1,Stainless Steel AISI 405,1296.4 ,162.0 ,10.0 ,8.6 ,8.3 
263,Fuel Channel_C-263,1,Stainless Steel AISI 405,2236.9 ,279.6 ,10.0 ,10.0 ,9.6 
264,Fuel Channel_C-264,1,Stainless Steel AISI 405,1073.1 ,134.1 ,10.0 ,9.0 ,8.7 
265,Fuel Channel_C-265,1,Stainless Steel AISI 405,931.7 ,116.5 ,10.0 ,8.3 ,7.9 
266,Fuel Channel_C-266,1,Stainless Steel AISI 405,931.7 ,116.5 ,10.0 ,8.3 ,7.9 
267,Fuel Channel_C-267,1,Stainless Steel AISI 405,1364.2 ,170.5 ,10.0 ,8.8 ,8.5 
268,Fuel Channel_C-268,1,Stainless Steel AISI 405,1286.9 ,160.9 ,10.0 ,8.6 ,8.2 
269,Fuel Channel_C-269,1,Stainless Steel AISI 405,1125.7 ,140.7 ,10.0 ,8.6 ,8.2 
270,Fuel Channel_C-270,1,Stainless Steel AISI 405,2236.5 ,279.6 ,10.0 ,8.4 ,8.0 
271,Fuel Channel_C-271,1,Stainless Steel AISI 405,1467.6 ,183.4 ,10.0 ,8.4 ,8.0 
272,Fuel Channel_C-272,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
273,Fuel Channel_C-273,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
274,Fuel Channel_C-274,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
275,Fuel Channel_C-275,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
276,Fuel Channel_C-276,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
277,Fuel Channel_C-277,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
278,Fuel Channel_C-278,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
279,Fuel Channel_C-279,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
280,Fuel Channel_C-280,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
281,Fuel Channel_C-281,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
282,Fuel Channel_C-282,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
283,Fuel Channel_C-283,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
284,Fuel Channel_C-284,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
285,Fuel Channel_C-285,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
286,Fuel Channel_C-286,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
287,Fuel Channel_C-287,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
288,Fuel Channel_C-288,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
289,Fuel Channel_C-289,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
290,Fuel Channel_C-290,1,Stainless Steel AISI 405,1286.9 ,160.9 ,10.0 ,8.6 ,8.2 
291,Fuel Channel_C-291,1,Stainless Steel AISI 405,1408.8 ,176.1 ,10.0 ,9.8 ,9.4 
292,Fuel Channel_C-292,1,Stainless Steel AISI 405,2693.2 ,336.7 ,10.0 ,9.8 ,7.9 
293,Fuel Channel_C-293,1,Stainless Steel AISI 405,933.5 ,116.7 ,10.0 ,8.4 ,7.9 
294,Fuel Channel_C-294,1,Stainless Steel AISI 405,931.7 ,116.5 ,10.0 ,8.3 ,7.9 
295,Fuel Channel_C-295,1,Stainless Steel AISI 405,1845.1 ,230.6 ,10.0 ,10.0 ,9.6 
296,Fuel Channel_C-296,1,Stainless Steel AISI 405,1729.6 ,216.2 ,10.0 ,10.0 ,9.6 
297,Fuel Channel_C-297,1,Stainless Steel AISI 405,1306.0 ,163.3 ,10.0 ,8.6 ,8.3 
298,Fuel Channel_C-298,1,Stainless Steel AISI 405,1286.9 ,160.9 ,10.0 ,8.6 ,8.2 
299,Fuel Channel_C-299,1,Stainless Steel AISI 405,1341.6 ,167.7 ,10.0 ,8.4 ,8.0 
300,Fuel Channel_C-300,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
301,Fuel Channel_C-301,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
302,Fuel Channel_C-302,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
303,Fuel Channel_C-303,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
304,Fuel Channel_C-304,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
305,Fuel Channel_C-305,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
306,Fuel Channel_C-306,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
307,Fuel Channel_C-307,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
308,Fuel Channel_C-308,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
309,Fuel Channel_C-309,1,Stainless Steel AISI 405,1081.4 ,135.2 ,10.0 ,8.6 ,8.2 
310,Fuel Channel_C-310,1,Stainless Steel AISI 405,1286.5 ,160.8 ,10.0 ,8.6 ,8.2 
311,Fuel Channel_C-311,1,Stainless Steel AISI 405,1375.1 ,171.9 ,10.0 ,8.8 ,8.5 
312,Fuel Channel_C-312,1,Stainless Steel AISI 405,1809.1 ,226.1 ,10.0 ,8.8 ,8.4 
313,Fuel Channel_C-313,1,Stainless Steel AISI 405,1984.3 ,248.0 ,10.0 ,8.8 ,8.4 
314,Fuel Channel_C-314,1,Stainless Steel AISI 405,2314.1 ,289.3 ,10.0 ,9.8 ,7.9 
315,Fuel Channel_C-315,1,Stainless Steel AISI 405,1174.5 ,146.8 ,10.0 ,9.0 ,8.7 
316,Fuel Channel_C-316,1,Stainless Steel AISI 405,1334.0 ,166.8 ,10.0 ,8.6 ,8.3 
317,Fuel Channel_C-317,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
318,Fuel Channel_C-318,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
319,Fuel Channel_C-319,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
320,Fuel Channel_C-320,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
321,Fuel Channel_C-321,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
322,Fuel Channel_C-322,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
323,Fuel Channel_C-323,1,Stainless Steel AISI 405,1288.7 ,161.1 ,10.0 ,7.5 ,7.1 
324,Fuel Channel_C-324,1,Stainless Steel AISI 405,1578.9 ,197.4 ,10.0 ,8.4 ,8.0 
325,Fuel Channel_C-325,1,Stainless Steel AISI 405,1068.1 ,133.5 ,10.0 ,8.4 ,8.0 
326,Fuel Channel_C-326,1,Stainless Steel AISI 405,1910.0 ,238.7 ,10.0 ,8.7 ,8.3 
327,Fuel Channel_C-327,1,Stainless Steel AISI 405,931.7 ,116.5 ,10.0 ,8.3 ,7.9 
328,Fuel Channel_C-328,1,Stainless Steel AISI 405,971.6 ,121.5 ,10.0 ,8.8 ,8.4 
329,Fuel Channel_C-329,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
330,Fuel Channel_C-330,1,Stainless Steel AISI 405,2139.6 ,267.4 ,10.0 ,8.0 ,8.0 
331,Fuel Channel_C-331,1,Stainless Steel AISI 405,903.1 ,112.9 ,10.0 ,7.9 ,7.9 
332,Fuel Channel_C-332,1,Stainless Steel AISI 405,1863.4 ,232.9 ,10.0 ,8.3 ,8.3 
333,Fuel Channel_C-333,1,Stainless Steel AISI 405,1914.5 ,239.3 ,10.0 ,8.4 ,8.4 
334,Fuel Channel_C-334,1,Stainless Steel AISI 405,1700.2 ,212.5 ,10.0 ,8.3 ,8.3 
335,Fuel Channel_C-335,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
336,Fuel Channel_C-336,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
337,Fuel Channel_C-337,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
338,Fuel Channel_C-338,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
339,Fuel Channel_C-339,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
340,Fuel Channel_C-340,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
341,Fuel Channel_C-341,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
342,Fuel Channel_C-342,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
343,Fuel Channel_C-343,1,Stainless Steel AISI 405,1251.0 ,156.4 ,10.0 ,7.1 ,7.1 
344,Fuel Channel_C-344,1,Stainless Steel AISI 405,1294.0 ,161.8 ,10.0 ,8.3 ,8.3 
345,Fuel Channel_C-345,1,Stainless Steel AISI 405,903.1 ,112.9 ,10.0 ,7.9 ,7.9 
346,Fuel Channel_C-346,1,Stainless Steel AISI 405,903.1 ,112.9 ,10.0 ,7.9 ,7.9 
347,Fuel Channel_C-347,1,Stainless Steel AISI 405,1040.5 ,130.1 ,10.0 ,8.7 ,8.7 
348,Fuel Channel_C-348,1,Stainless Steel AISI 405,903.1 ,112.9 ,10.0 ,7.9 ,7.9 
349,Fuel Channel_C-349,1,Stainless Steel AISI 405,903.1 ,112.9 ,10.0 ,7.9 ,7.9 
350,Fuel Channel_C-350,1,Stainless Steel AISI 405,903.1 ,112.9 ,10.0 ,7.9 ,7.9 
351,Fuel Channel_C-351,1,Stainless Steel AISI 405,1340.2 ,167.5 ,10.0 ,7.9 ,7.9 
352,Fuel Channel_C-352,1,Stainless Steel AISI 405,1035.5 ,129.4 ,10.0 ,8.0 ,8.0 
353,Fuel Channel_C-353,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
354,Fuel Channel_C-354,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
355,Fuel Channel_C-355,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
356,Fuel Channel_C-356,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
357,Fuel Channel_C-357,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
358,Fuel Channel_C-358,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
359,Fuel Channel_C-359,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
360,Fuel Channel_C-360,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
361,Fuel Channel_C-361,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
362,Fuel Channel_C-362,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
363,Fuel Channel_C-363,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
364,Fuel Channel_C-364,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
365,Fuel Channel_C-365,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
366,Fuel Channel_C-366,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
367,Fuel Channel_C-367,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
368,Fuel Channel_C-368,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
369,Fuel Channel_C-369,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
370,Fuel Channel_C-370,1,Stainless Steel AISI 405,1257.5 ,157.2 ,10.0 ,8.3 ,8.3 
371,Fuel Channel_C-371,1,Stainless Steel AISI 405,2174.0 ,271.8 ,10.0 ,9.6 ,9.6 
372,Fuel Channel_C-372,1,Stainless Steel AISI 405,1040.5 ,130.1 ,10.0 ,8.7 ,8.7 
373,Fuel Channel_C-373,1,Stainless Steel AISI 405,903.1 ,112.9 ,10.0 ,7.9 ,7.9 
374,Fuel Channel_C-374,1,Stainless Steel AISI 405,903.1 ,112.9 ,10.0 ,7.9 ,7.9 
375,Fuel Channel_C-375,1,Stainless Steel AISI 405,1323.3 ,165.4 ,10.0 ,8.5 ,8.5 
376,Fuel Channel_C-376,1,Stainless Steel AISI 405,1248.2 ,156.0 ,10.0 ,8.2 ,8.2 
377,Fuel Channel_C-377,1,Stainless Steel AISI 405,1091.5 ,136.4 ,10.0 ,8.2 ,8.2 
378,Fuel Channel_C-378,1,Stainless Steel AISI 405,2161.1 ,270.1 ,10.0 ,8.0 ,8.0 
379,Fuel Channel_C-379,1,Stainless Steel AISI 405,1415.8 ,177.0 ,10.0 ,8.0 ,8.0 
380,Fuel Channel_C-380,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
381,Fuel Channel_C-381,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
382,Fuel Channel_C-382,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
383,Fuel Channel_C-383,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
384,Fuel Channel_C-384,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
385,Fuel Channel_C-385,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
386,Fuel Channel_C-386,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
387,Fuel Channel_C-387,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
388,Fuel Channel_C-388,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
389,Fuel Channel_C-389,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
390,Fuel Channel_C-390,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
391,Fuel Channel_C-391,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
392,Fuel Channel_C-392,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
393,Fuel Channel_C-393,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
394,Fuel Channel_C-394,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
395,Fuel Channel_C-395,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
396,Fuel Channel_C-396,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
397,Fuel Channel_C-397,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
398,Fuel Channel_C-398,1,Stainless Steel AISI 405,1248.2 ,156.0 ,10.0 ,8.2 ,8.2 
399,Fuel Channel_C-399,1,Stainless Steel AISI 405,1366.9 ,170.9 ,10.0 ,9.4 ,9.4 
400,Fuel Channel_C-400,1,Stainless Steel AISI 405,1547.0 ,193.4 ,10.0 ,7.9 ,7.9 
401,Fuel Channel_C-401,1,Stainless Steel AISI 405,903.1 ,112.9 ,10.0 ,7.9 ,7.9 
402,Fuel Channel_C-402,1,Stainless Steel AISI 405,903.1 ,112.9 ,10.0 ,7.9 ,7.9 
403,Fuel Channel_C-403,1,Stainless Steel AISI 405,1792.4 ,224.1 ,10.0 ,9.6 ,9.6 
404,Fuel Channel_C-404,1,Stainless Steel AISI 405,1679.4 ,209.9 ,10.0 ,9.6 ,9.6 
405,Fuel Channel_C-405,1,Stainless Steel AISI 405,1266.8 ,158.4 ,10.0 ,8.3 ,8.3 
406,Fuel Channel_C-406,1,Stainless Steel AISI 405,1248.2 ,156.0 ,10.0 ,8.2 ,8.2 
407,Fuel Channel_C-407,1,Stainless Steel AISI 405,1299.4 ,162.4 ,10.0 ,8.0 ,8.0 
408,Fuel Channel_C-408,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
409,Fuel Channel_C-409,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
410,Fuel Channel_C-410,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
411,Fuel Channel_C-411,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
412,Fuel Channel_C-412,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
413,Fuel Channel_C-413,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
414,Fuel Channel_C-414,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
415,Fuel Channel_C-415,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
416,Fuel Channel_C-416,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
417,Fuel Channel_C-417,1,Stainless Steel AISI 405,1048.5 ,131.1 ,10.0 ,8.2 ,8.2 
418,Fuel Channel_C-418,1,Stainless Steel AISI 405,1247.9 ,156.0 ,10.0 ,8.2 ,8.2 
419,Fuel Channel_C-419,1,Stainless Steel AISI 405,1334.0 ,166.7 ,10.0 ,8.5 ,8.5 
420,Fuel Channel_C-420,1,Stainless Steel AISI 405,1750.7 ,218.8 ,10.0 ,8.4 ,8.4 
421,Fuel Channel_C-421,1,Stainless Steel AISI 405,1919.1 ,239.9 ,10.0 ,8.4 ,8.4 
422,Fuel Channel_C-422,1,Stainless Steel AISI 405,903.1 ,112.9 ,10.0 ,7.9 ,7.9 
423,Fuel Channel_C-423,1,Stainless Steel AISI 405,1139.1 ,142.4 ,10.0 ,8.7 ,8.7 
424,Fuel Channel_C-424,1,Stainless Steel AISI 405,1294.0 ,161.8 ,10.0 ,8.3 ,8.3 
425,Fuel Channel_C-425,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
426,Fuel Channel_C-426,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
427,Fuel Channel_C-427,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
428,Fuel Channel_C-428,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
429,Fuel Channel_C-429,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
430,Fuel Channel_C-430,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
431,Fuel Channel_C-431,1,Stainless Steel AISI 405,1242.6 ,155.3 ,10.0 ,7.1 ,7.1 
432,Fuel Channel_C-432,1,Stainless Steel AISI 405,1528.0 ,191.0 ,10.0 ,8.0 ,8.0 
433,Fuel Channel_C-433,1,Stainless Steel AISI 405,1035.5 ,129.4 ,10.0 ,8.0 ,8.0 
434,Fuel Channel_C-434,1,Stainless Steel AISI 405,1847.7 ,231.0 ,10.0 ,8.3 ,8.3 
435,Fuel Channel_C-435,1,Stainless Steel AISI 405,903.1 ,112.9 ,10.0 ,7.9 ,7.9 
436,Fuel Channel_C-436,1,Stainless Steel AISI 405,941.9 ,117.7 ,10.0 ,8.4 ,8.4 
